Federal_unit,Gender,Age,Color,Income,Years_of_study
15,4,50,8,2300,07
15,2,39,4,780,12
15,2,59,8,2300,06
15,2,29,8,700,05
15,2,33,4,1750,09
15,4,42,2,900,12
15,2,45,8,900,11
15,4,70,8,350,01
15,2,58,8,1400,06
15,2,53,8,780,05
15,2,57,8,1400,05
15,2,57,8,7000,12
15,4,37,8,1600,16
15,2,30,8,350,03
15,2,48,2,400,06
15,4,52,8,300,10
15,2,53,8,900,09
15,4,45,8,600,06
15,2,50,4,2300,09
15,2,41,4,780,01
15,2,40,2,780,09
15,2,59,8,7000,16
15,2,46,2,950,12
15,2,51,2,1450,07
15,2,37,4,1500,05
15,2,29,8,780,05
15,2,36,8,900,11
15,4,31,8,1200,16
15,4,57,2,1400,05
15,2,41,8,1000,12
15,2,63,8,788,04
15,2,42,8,5000,07
15,2,50,8,2000,05
15,2,35,8,5000,10
15,2,23,8,1200,12
15,4,85,8,30,05
15,2,35,8,2200,12
15,2,74,2,2000,01
15,2,34,8,2300,09
15,2,29,8,2000,11
15,2,24,8,2500,12
15,2,61,8,788,01
15,4,66,8,105,09
15,2,52,2,1576,05
15,2,31,8,2200,06
15,2,54,2,2500,02
15,2,36,8,10000,16
15,2,50,4,750,12
15,2,48,8,3200,12
15,4,37,8,1200,16
15,4,33,2,2115,16
15,2,24,8,788,12
15,2,28,8,3200,12
15,2,44,2,1576,12
15,2,34,8,1600,12
15,2,28,2,2000,12
15,2,29,2,2166,12
15,2,36,8,12000,16
15,4,33,6,500,12
15,4,34,8,1300,11
15,2,45,2,3000,09
15,2,60,8,1500,12
15,4,43,2,1500,09
15,4,33,8,1800,09
15,4,41,8,4000,09
15,2,39,8,1000,05
15,2,26,8,788,16
15,4,43,8,1200,12
15,2,45,8,4000,16
15,4,33,8,788,12
15,2,36,8,5000,01
15,2,52,8,5000,12
15,2,26,8,2100,04
15,2,52,8,3000,16
15,4,33,8,1100,12
15,2,45,2,2100,12
15,2,32,8,5000,09
15,2,32,4,3700,12
15,2,34,4,2000,12
15,2,29,8,1500,09
15,2,32,6,2500,07
15,2,26,8,1900,06
15,2,41,2,2000,09
15,2,36,8,3500,16
15,2,28,8,2800,12
15,2,42,2,1500,06
15,2,35,8,2000,09
15,2,41,8,2500,09
15,2,25,8,1500,09
15,2,51,8,3000,17
15,4,80,8,150,03
15,2,44,8,900,10
15,2,50,8,788,12
15,2,38,2,1500,11
15,2,42,8,3500,12
15,2,36,8,2800,09
15,2,56,8,1710,05
15,2,43,8,2500,09
15,2,39,8,2200,12
15,2,27,8,1650,12
15,2,25,8,1600,09
15,2,46,8,3000,16
15,2,40,8,1500,10
15,2,36,8,800,07
15,2,37,8,1500,08
15,2,35,8,2500,12
15,2,57,2,1500,12
15,2,31,8,800,05
15,4,35,0,788,12
15,2,65,8,800,10
15,2,57,2,2500,12
15,2,39,2,1500,09
15,2,51,8,788,09
15,2,34,8,1000,10
15,2,39,4,1500,05
15,2,35,8,800,11
15,2,35,8,700,11
15,4,37,8,1000,12
15,2,40,2,870,12
15,2,50,8,1250,12
15,4,26,2,850,12
15,4,37,8,788,06
15,2,52,8,1000,04
15,2,47,2,1500,12
15,2,25,8,788,03
15,2,47,8,1250,12
15,2,43,8,1200,06
15,4,33,8,1200,12
15,2,34,8,700,12
15,4,44,8,1000,12
15,4,49,4,788,12
15,2,53,8,120,07
15,4,54,8,1800,06
15,4,40,2,525,16
15,2,48,8,1000,02
15,4,41,8,788,05
15,2,36,2,300,06
15,2,37,2,1500,09
15,2,43,2,1600,12
15,2,45,8,800,12
15,4,35,8,788,12
15,2,29,8,750,09
15,4,44,8,700,13
15,2,35,8,890,12
15,2,70,4,2600,11
15,4,54,8,992,12
15,2,40,8,1500,11
15,4,48,8,150,12
15,2,40,2,850,06
15,4,51,8,400,03
15,4,51,8,3200,13
15,4,80,2,20,16
15,4,43,8,4000,16
15,2,47,8,10000,16
15,2,55,8,5000,16
15,2,25,8,1500,12
15,4,38,8,788,16
15,2,37,8,900,09
15,2,33,2,3000,16
15,4,56,4,900,09
15,2,35,4,1000,06
15,4,51,8,1200,16
15,2,24,8,700,11
15,2,33,8,788,07
15,4,31,8,1500,12
15,4,30,8,300,11
15,2,34,8,700,12
15,4,34,8,700,11
15,4,54,6,788,12
15,4,46,8,6000,16
15,2,35,8,4000,16
15,2,45,2,1500,15
15,2,50,2,5500,14
15,4,36,8,788,12
15,4,45,4,788,12
15,4,37,8,500,08
15,4,46,2,788,12
15,2,45,8,2000,09
15,2,45,8,7000,12
15,4,50,8,500,12
15,4,47,0,830,08
15,2,62,8,11000,12
15,2,28,8,1200,10
15,2,47,8,1200,11
15,2,54,8,920,11
15,4,53,8,788,01
15,2,37,8,900,12
15,2,32,8,1250,12
15,2,30,4,1500,12
15,4,33,8,1800,16
15,2,47,8,788,04
15,4,54,8,800,06
15,4,29,8,1600,15
15,2,25,8,2600,12
15,2,37,4,2100,16
15,2,30,8,1000,12
15,4,35,8,800,14
15,2,39,8,3000,12
15,2,25,8,1500,12
15,4,49,8,1100,16
15,2,56,2,1500,12
15,4,24,8,500,12
15,2,52,8,2000,12
15,4,52,8,788,08
15,4,37,4,5000,12
15,4,40,8,788,09
15,2,44,2,788,12
15,4,53,4,6000,06
15,2,37,4,2000,01
15,4,35,8,210,09
15,4,49,2,500,09
15,4,61,8,600,01
15,2,31,8,850,12
15,4,42,8,1000,09
15,2,25,8,813,10
15,2,44,4,1500,12
15,2,20,2,1500,12
15,4,52,8,500,09
15,4,36,8,280,12
15,2,37,4,10000,01
15,2,65,8,500,03
15,2,29,8,830,06
15,2,23,0,1034,09
15,2,34,8,788,12
15,4,39,8,1000,11
15,2,51,8,2000,12
15,4,50,8,850,11
15,4,39,8,200,06
15,4,28,8,670,12
15,4,49,4,300,12
15,4,40,8,1100,03
15,4,21,8,3500,12
15,2,48,2,1500,16
15,4,42,8,1900,16
15,4,46,8,1700,16
15,4,62,8,1200,12
15,4,55,8,4000,16
15,4,34,8,788,12
15,4,47,2,600,10
15,2,39,2,2000,09
15,2,32,8,1000,12
15,4,36,2,1000,12
15,2,45,8,700,04
15,4,41,2,600,12
15,4,62,4,400,05
15,2,32,8,5000,09
15,2,35,8,788,12
15,2,43,8,700,09
15,4,44,8,900,08
15,2,44,8,1250,12
15,2,33,8,700,11
15,2,42,8,820,06
15,2,46,8,900,12
15,4,38,8,400,07
15,4,25,8,788,09
15,4,38,8,788,11
15,2,25,8,600,09
15,2,40,8,788,09
15,4,54,8,800,01
15,2,54,8,1400,08
15,4,32,8,800,05
15,2,51,8,950,11
15,2,65,8,900,09
15,2,47,8,2500,12
15,2,24,4,900,12
15,2,26,8,1000,12
15,2,45,8,1500,09
15,2,50,8,1200,12
15,2,56,2,800,08
15,2,44,2,788,12
15,2,42,8,800,11
15,2,27,8,900,07
15,4,46,8,500,12
15,2,29,2,1100,16
15,4,33,8,1100,11
15,4,52,8,788,05
15,4,30,8,950,12
15,2,30,8,900,11
15,4,43,2,788,08
15,4,36,8,800,12
15,2,41,8,900,12
15,2,29,4,788,10
15,2,60,8,1250,12
15,2,35,2,1150,12
15,2,42,8,1200,05
15,2,37,8,1150,12
15,2,35,8,700,12
15,2,32,8,700,07
15,2,43,8,900,12
15,2,34,8,2250,16
15,2,29,8,800,06
15,2,30,8,700,10
15,2,41,8,950,06
15,2,53,8,850,07
15,4,28,8,500,11
15,4,55,8,800,04
15,4,56,2,400,16
15,4,26,8,788,12
15,4,45,2,500,09
15,2,33,8,1500,12
15,2,35,8,300,09
15,4,30,2,850,13
15,2,59,2,1000,06
15,2,26,8,900,11
15,2,32,2,600,11
15,2,54,8,1100,09
15,4,50,8,788,09
15,4,30,8,788,11
15,4,42,8,800,12
15,2,55,2,500,04
15,2,32,8,1250,12
15,4,25,8,850,12
15,2,34,8,1150,12
15,2,37,8,1000,12
15,4,45,8,900,09
15,2,51,2,1400,09
15,2,22,4,800,06
15,2,58,8,4000,12
15,2,34,4,2000,12
15,4,28,8,350,08
15,2,41,8,1300,12
15,4,34,2,780,12
15,2,26,2,1100,12
15,4,40,2,784,09
15,2,39,8,700,12
15,4,52,2,3000,16
15,4,47,8,3800,12
15,2,29,2,7000,16
15,2,45,2,18000,16
15,2,43,8,4000,16
15,2,42,8,12000,16
15,2,49,8,1250,12
15,2,54,4,9000,16
15,2,49,8,5000,16
15,2,48,2,6500,16
15,4,33,2,11000,16
15,2,56,2,15000,15
15,2,21,8,847,12
15,2,52,2,5000,12
15,4,55,8,500,12
15,4,63,8,200,09
15,2,58,8,150,09
15,2,39,0,2000,12
15,2,55,8,1000,07
15,2,47,8,1860,16
15,4,40,8,788,09
15,4,43,8,600,08
15,2,41,8,2000,16
15,2,43,8,2600,12
15,4,21,8,120,13
15,4,53,8,220,12
15,2,31,4,5700,16
15,2,61,2,5000,09
15,2,54,2,5000,16
15,2,55,2,2700,15
15,2,54,8,4000,15
15,4,42,8,2000,16
15,4,32,2,10000,16
15,4,76,2,600,05
15,2,28,2,2600,13
15,2,76,2,1600,09
15,4,60,2,2000,16
15,4,45,2,788,12
15,4,26,8,900,14
15,4,59,8,15781,16
15,4,55,8,2000,09
15,2,42,4,1350,13
15,2,63,8,2500,12
15,2,58,8,900,12
15,4,68,8,1020,16
15,4,43,8,70,12
15,4,33,8,1750,12
15,2,39,8,5000,16
15,2,55,8,1200,12
15,4,52,2,280,13
15,2,50,8,5500,16
15,4,51,4,4000,16
15,4,51,0,5500,16
15,2,29,8,900,12
15,4,58,2,500,09
15,4,28,2,1500,12
15,2,30,8,3000,12
15,2,45,4,2500,14
15,4,53,2,3152,16
15,4,50,2,788,12
15,4,46,8,800,12
15,2,34,8,950,12
15,2,25,8,900,12
15,4,34,8,300,09
15,4,31,8,450,12
15,2,58,8,1600,12
15,4,50,8,1800,16
15,2,43,8,840,11
15,2,33,8,1200,12
15,4,50,8,801,12
15,4,33,4,950,12
15,2,65,2,1950,15
15,2,51,8,700,06
15,2,51,4,1200,12
15,2,21,8,800,06
15,2,32,2,800,01
15,2,56,8,1300,06
15,4,42,2,850,08
15,4,43,8,250,06
15,4,42,8,900,09
15,2,43,8,1300,07
15,2,22,8,788,09
15,4,35,4,700,12
15,2,56,8,2350,16
15,4,37,8,788,12
15,4,55,8,900,09
15,2,52,8,1250,12
15,2,26,8,788,12
15,4,30,8,800,07
15,2,35,8,600,06
15,4,27,8,900,12
15,4,35,8,500,09
15,4,57,4,5000,12
15,4,44,2,800,12
15,4,21,8,800,10
15,4,40,8,1000,08
15,2,37,8,1000,12
15,2,27,8,1200,09
15,2,43,8,1200,12
15,2,35,8,950,12
15,2,37,4,800,12
15,2,27,8,980,11
15,2,29,8,1050,12
15,2,28,4,700,09
15,4,34,8,2300,16
15,2,30,8,550,07
15,4,43,8,300,11
15,4,41,8,760,09
15,2,33,8,2400,12
15,4,47,8,800,12
15,2,36,8,2500,12
15,2,30,8,1200,12
15,4,42,8,1000,12
15,2,26,8,1000,12
15,2,35,8,1100,12
15,4,35,8,400,09
15,2,30,4,1240,12
15,4,43,8,200,01
15,4,42,4,700,09
15,4,30,8,800,12
15,4,23,8,400,09
15,4,37,4,1300,15
15,4,52,2,788,05
15,2,29,2,1100,12
15,2,35,8,1200,12
15,4,35,2,1750,15
15,2,39,8,2800,12
15,2,35,2,2000,16
15,2,41,8,1250,12
15,2,37,8,1000,12
15,4,40,8,1100,12
15,2,34,8,1200,12
15,2,49,8,1400,09
15,4,26,8,1000,14
15,2,44,8,2500,12
15,2,37,8,2700,16
15,2,31,8,850,12
15,2,25,2,850,07
15,2,46,8,830,10
15,2,60,8,900,12
15,4,43,8,300,09
15,2,43,2,1500,12
15,4,53,8,788,12
15,2,41,8,1100,09
15,2,52,2,1000,02
15,4,40,2,400,01
15,2,35,8,1300,09
15,2,40,8,1000,07
15,4,36,2,900,12
15,2,43,8,1000,08
15,2,55,2,1150,12
15,2,57,8,1500,12
15,2,55,8,788,04
15,4,50,8,800,08
15,4,27,2,788,12
15,2,45,8,910,12
15,2,46,8,3000,09
15,4,37,8,788,10
15,4,31,8,550,12
15,4,46,8,800,12
15,2,25,8,700,09
15,4,32,2,900,12
15,2,34,8,900,10
15,2,36,8,2950,16
15,2,55,4,800,04
15,2,37,8,878,12
15,2,40,8,700,09
15,2,41,8,600,11
15,4,54,2,800,12
15,2,50,8,1170,09
15,2,40,8,400,06
15,2,31,8,1000,12
15,2,33,8,850,08
15,4,41,8,800,12
15,2,26,8,150,01
15,2,41,8,1200,05
15,2,34,8,890,12
15,2,47,8,800,09
15,2,26,8,700,08
15,2,47,8,900,09
15,4,57,8,788,16
15,4,36,8,250,01
15,4,30,8,788,09
15,2,53,8,650,09
15,2,34,2,850,12
15,4,33,8,400,09
15,2,27,8,950,12
15,2,40,8,1200,11
15,2,25,8,850,12
15,4,43,2,500,10
15,4,52,8,800,05
15,2,31,4,1200,12
15,2,27,8,1900,12
15,2,43,8,788,12
15,2,45,4,788,01
15,2,29,2,850,12
15,4,50,2,788,12
15,4,36,8,788,09
15,4,46,8,900,12
15,2,26,8,850,12
15,4,38,8,788,06
15,2,57,8,1200,05
15,2,40,4,1500,06
15,2,35,8,3000,09
15,2,32,8,1000,11
15,2,19,2,985,10
15,2,45,8,980,06
15,2,33,8,1200,11
15,2,32,8,788,09
15,2,28,8,1100,12
15,2,30,8,700,11
15,2,48,2,900,12
15,4,31,8,600,09
15,2,29,8,750,01
15,4,46,8,250,05
15,2,37,4,700,07
15,4,35,8,790,07
15,2,44,8,1500,07
15,2,30,8,700,06
15,2,59,8,800,05
15,2,30,8,500,09
15,2,35,8,1000,06
15,4,31,8,250,07
15,2,39,8,788,09
15,4,28,8,400,12
15,4,49,8,500,12
15,2,48,8,700,06
15,2,30,8,1150,12
15,4,47,6,500,11
15,2,39,2,700,01
15,2,50,8,850,08
15,4,47,8,950,11
15,2,47,8,600,05
15,4,41,8,300,08
15,4,52,8,150,04
15,2,36,8,788,08
15,2,44,4,788,08
15,2,46,8,200,08
15,4,35,8,900,12
15,4,37,8,400,12
15,2,37,2,1200,12
15,2,53,8,850,12
15,2,29,8,950,09
15,2,26,4,1000,12
15,2,31,8,900,12
15,2,43,8,800,09
15,4,40,4,800,08
15,2,30,8,788,12
15,4,30,8,800,12
15,2,45,8,630,09
15,2,27,4,830,12
15,2,33,8,850,12
15,2,48,8,850,09
15,2,33,8,1000,12
15,4,23,8,480,01
15,4,35,8,788,08
15,2,30,8,900,14
15,2,44,8,1600,12
15,2,39,2,850,12
15,2,51,8,788,09
15,2,37,8,860,12
15,2,35,8,788,11
15,4,34,2,950,12
15,2,43,8,1300,12
15,2,29,8,950,12
15,2,30,8,550,12
15,2,61,8,350,06
15,4,55,8,500,05
15,2,47,8,700,06
15,4,40,8,500,08
15,2,33,8,1500,12
15,2,26,8,1000,08
15,2,52,8,788,07
15,2,39,8,788,09
15,2,30,8,500,09
15,2,34,2,700,11
15,4,58,8,500,06
15,4,39,8,788,10
15,2,60,2,2000,12
15,2,47,8,1800,12
15,2,58,8,788,12
15,2,34,8,700,12
15,4,24,8,450,12
15,2,41,8,2000,12
15,2,39,8,1850,12
15,2,47,8,800,05
15,2,30,8,1400,12
15,4,39,8,788,05
15,4,50,8,250,01
15,2,42,8,800,12
15,4,42,8,990,12
15,2,42,8,1100,12
15,2,29,8,900,09
15,2,53,8,4000,05
15,4,31,2,400,12
15,2,26,8,2000,10
15,4,42,2,250,13
15,4,40,2,480,09
15,4,42,2,900,06
15,2,54,2,1200,01
15,4,44,8,788,06
15,4,50,8,1200,13
15,4,39,8,788,15
15,2,55,8,788,04
15,2,39,2,2000,09
15,2,52,2,1500,08
15,2,49,0,350,09
15,2,76,2,35,02
15,2,50,2,1500,17
15,2,55,8,1300,12
15,2,29,8,788,09
15,2,29,8,1450,14
15,2,44,2,1300,06
15,2,46,8,788,12
15,4,44,4,1200,12
15,4,30,8,700,09
15,4,40,8,750,09
15,2,37,8,1200,12
15,2,56,8,800,09
15,4,54,8,500,05
15,2,50,8,1000,09
15,4,25,8,1000,12
15,4,27,8,900,09
15,2,35,4,900,12
15,2,43,8,1200,09
15,4,63,2,600,05
15,4,29,8,600,12
15,2,30,8,500,08
15,2,36,8,800,12
15,4,56,4,500,09
15,2,33,8,650,12
15,4,69,8,2000,12
15,4,55,8,788,12
15,2,47,8,788,11
15,2,28,8,1000,10
15,2,69,8,5000,06
15,2,65,8,2100,15
15,2,60,4,3000,11
15,2,61,2,5000,16
15,2,50,8,950,09
15,2,29,2,1350,12
15,2,50,8,2000,12
15,2,30,8,700,01
15,2,43,4,700,06
15,2,52,4,1000,05
15,4,30,8,1000,08
15,2,21,8,788,12
15,4,29,8,850,12
15,4,30,8,850,07
15,2,27,2,850,01
15,2,33,8,788,14
15,4,46,8,350,12
15,4,32,8,380,12
15,2,35,8,1500,05
15,2,23,8,600,12
15,4,55,8,500,05
15,2,42,8,1200,07
15,4,56,8,40,01
15,4,69,4,130,01
15,2,39,8,1000,12
15,2,43,2,2000,12
15,2,39,8,1000,10
15,4,50,4,788,06
15,2,39,2,1200,08
15,4,30,2,788,16
15,4,29,8,900,12
15,4,24,8,400,10
15,2,51,2,400,04
15,2,38,8,400,01
15,2,42,8,600,02
15,2,25,8,500,01
15,2,26,8,400,03
15,2,45,8,500,05
15,2,59,8,600,01
15,4,46,8,800,04
15,2,39,8,900,09
15,4,28,8,900,10
15,4,47,2,788,09
15,4,36,8,788,16
15,2,37,8,1500,02
15,4,30,8,950,12
15,2,38,8,500,04
15,2,31,2,500,01
15,2,55,2,1000,03
15,2,30,8,650,03
15,2,41,8,600,12
15,4,32,4,1600,10
15,2,30,4,600,03
15,2,27,2,700,05
15,2,32,8,700,07
15,2,52,8,1780,11
15,2,32,8,700,03
15,2,33,8,3000,11
15,2,41,8,200,03
15,2,67,8,500,02
15,2,63,8,300,04
15,2,32,8,300,03
15,2,21,8,150,06
15,2,65,8,3000,03
15,4,47,8,1350,16
15,2,34,8,1000,04
15,2,34,8,200,04
15,2,66,8,600,04
15,2,45,8,700,07
15,2,28,2,980,12
15,4,25,8,788,12
15,2,67,8,500,03
15,2,26,8,980,07
15,2,26,2,3000,12
15,4,29,8,600,08
15,2,25,2,400,04
15,2,40,8,788,06
15,2,46,4,400,05
15,2,55,8,550,03
15,2,42,8,1200,09
15,2,31,2,3200,16
15,4,59,8,350,03
15,2,55,2,1400,06
15,4,50,8,788,11
15,4,52,8,600,06
15,2,45,2,1600,12
15,2,44,2,3900,12
15,4,33,8,1500,12
15,2,81,8,800,01
15,2,41,8,1576,04
15,2,38,8,1200,11
15,2,21,8,800,09
15,2,29,8,1650,09
15,4,36,4,1000,06
15,4,48,2,600,07
15,2,30,8,800,04
15,2,36,8,2200,09
15,2,24,8,2000,12
15,4,38,4,300,12
15,2,39,2,980,12
15,2,20,8,500,08
15,4,45,8,480,04
15,4,31,2,788,12
15,4,39,8,450,08
15,2,56,4,700,02
15,2,63,8,1576,12
15,4,37,8,788,12
15,2,33,8,1850,12
15,4,50,8,1500,16
15,4,54,8,500,05
15,2,31,8,1200,09
15,2,42,8,2000,11
15,2,38,8,700,12
15,2,43,8,1600,08
15,2,45,8,2100,12
15,2,28,8,1000,09
15,2,30,8,700,09
15,2,49,8,2300,12
15,2,41,8,1091,12
15,4,64,8,280,01
15,4,67,2,2000,16
15,2,44,2,4000,16
15,2,56,8,4500,16
15,2,46,2,5000,16
15,2,25,2,3000,16
15,4,35,8,2100,16
15,4,51,8,1500,16
15,2,46,2,14000,16
15,2,47,8,10000,16
15,2,43,2,4000,16
15,4,46,2,3500,12
15,2,60,2,13000,16
15,4,79,8,1000,11
15,4,50,8,16000,15
15,2,63,2,15000,16
15,2,43,8,7500,16
15,4,43,2,7888,16
15,2,50,6,20000,16
15,4,69,8,4256,16
15,2,47,8,13000,16
15,2,54,8,1500,12
15,4,48,8,3100,16
15,2,63,2,600,12
15,4,40,2,1000,12
15,2,39,8,788,06
15,4,38,8,1000,12
15,4,43,8,1000,09
15,4,50,2,15000,16
15,4,63,8,4890,13
15,2,35,8,1200,12
15,2,82,2,26000,16
15,2,49,2,2100,16
15,2,55,2,1200,12
15,2,57,8,5000,16
15,4,35,2,2800,16
15,4,59,8,1100,13
15,4,55,8,3500,16
15,4,62,8,4800,12
15,4,61,8,8000,16
15,2,59,2,5600,16
15,2,31,8,2500,16
15,4,47,2,4000,16
15,2,36,8,13500,12
15,2,55,8,3000,12
15,2,57,8,3000,16
15,4,35,8,4020,16
15,4,60,8,10300,16
15,4,49,8,8678,16
15,4,59,8,2000,16
15,4,62,8,788,07
15,2,43,4,900,09
15,2,28,8,2500,01
15,2,42,2,2000,12
15,2,58,8,5000,12
15,4,54,2,10000,16
15,2,54,2,12000,16
15,2,55,8,10000,12
15,2,36,2,10000,16
15,4,48,8,7000,16
15,2,47,2,12000,16
15,2,58,2,8000,16
15,2,51,8,35000,16
15,4,32,8,8000,16
15,2,57,2,2000,16
15,2,68,2,7000,16
15,2,49,4,3500,16
15,2,42,6,1000,15
15,4,55,2,788,16
15,4,41,2,2500,16
15,2,62,2,5000,12
15,2,23,8,1430,13
15,2,44,2,2500,16
15,2,39,2,4800,16
15,2,62,2,30000,16
15,2,42,8,5000,16
15,2,59,2,1200,12
15,4,47,8,3000,16
15,2,55,8,2000,16
15,2,38,8,3200,12
15,4,47,8,700,06
15,2,47,2,1300,12
15,4,39,8,3000,12
15,4,31,8,650,12
15,4,35,4,551,16
15,4,32,4,500,16
15,2,43,8,3000,12
15,2,50,8,3500,16
15,2,40,2,3000,12
15,2,60,2,4100,16
15,4,37,8,300,12
15,2,25,8,788,12
15,2,43,8,4500,12
15,2,42,8,950,09
15,2,46,8,2500,11
15,2,52,8,4000,12
15,2,62,2,1556,12
15,2,53,2,14000,12
15,4,50,2,10000,16
15,2,43,8,1200,12
15,4,34,8,788,12
15,4,58,8,200,12
15,4,29,8,500,12
15,2,26,2,2500,12
15,2,53,2,1500,04
15,4,51,2,1200,12
15,4,35,8,600,12
15,4,36,8,350,12
15,2,69,8,1000,08
15,2,64,2,3500,12
15,4,31,8,150,10
15,2,33,8,1800,12
15,2,60,4,1110,01
15,4,57,8,300,03
15,2,41,8,900,06
15,4,31,8,2000,16
15,2,32,8,1500,12
15,2,40,4,750,11
15,2,26,8,788,15
15,2,57,8,750,09
15,2,41,8,1350,12
15,2,44,8,788,07
15,2,76,2,1000,07
15,4,50,8,788,12
15,4,29,8,300,12
15,2,37,8,1400,12
15,2,34,8,1400,12
15,4,33,8,1000,12
15,2,36,8,1150,12
15,2,59,8,500,04
15,2,31,8,1200,09
15,2,37,2,1200,11
15,4,39,4,800,09
15,4,32,8,700,12
15,4,46,2,788,12
15,4,44,8,1000,12
15,2,49,8,850,06
15,2,40,8,980,12
15,4,45,8,850,12
15,2,43,2,650,08
15,2,49,4,788,15
15,2,44,8,788,12
15,2,44,8,4000,12
15,2,50,8,8000,12
15,2,59,2,15000,14
15,2,62,8,788,12
15,2,48,4,2500,16
15,2,37,8,400,05
15,4,38,8,788,08
15,2,54,8,10000,16
15,4,59,2,3500,16
15,2,61,2,700,16
15,2,44,2,16000,12
15,2,58,2,10000,12
15,4,59,8,788,06
15,2,24,2,1800,12
15,2,40,2,10000,16
15,4,56,8,1576,16
15,4,48,4,1800,13
15,2,54,8,3500,12
15,2,58,8,2800,16
15,2,32,8,4500,16
15,2,35,2,1576,15
15,2,54,8,8000,12
15,2,51,2,2500,12
15,4,67,2,788,01
15,4,47,2,4300,12
15,2,24,8,2500,15
15,4,47,2,789,16
15,4,29,4,1200,12
15,2,63,8,1700,03
15,4,42,8,4000,16
15,2,32,4,788,11
15,4,61,4,1100,08
15,4,52,8,900,09
15,2,35,8,2500,12
15,4,56,8,1300,16
15,4,36,8,180,09
15,2,47,2,1350,12
15,2,44,8,1150,12
15,2,32,8,790,09
15,2,33,8,800,12
15,4,51,8,500,14
15,2,38,8,900,04
15,2,36,4,788,09
15,2,26,2,700,09
15,2,38,2,1000,09
15,2,59,2,600,07
15,4,37,8,600,09
15,4,42,4,600,06
15,2,26,8,1350,12
15,2,34,8,880,07
15,2,40,8,788,09
15,2,38,8,1000,12
15,4,51,4,200,01
15,4,46,4,1000,12
15,4,46,8,600,09
15,4,20,8,300,07
15,2,32,8,900,12
15,4,42,8,788,06
15,2,41,8,788,12
15,4,57,2,800,11
15,2,45,8,1200,09
15,2,45,8,800,05
15,2,55,2,788,09
15,2,38,4,900,12
15,2,34,2,1200,11
15,2,22,2,1200,11
15,2,40,8,750,09
15,2,54,8,788,06
15,2,31,4,1034,12
15,2,69,2,700,05
15,2,60,4,1500,09
15,2,38,8,788,12
15,2,38,4,788,09
15,2,41,8,1200,12
15,4,26,2,600,12
15,2,52,2,6500,15
15,2,54,8,5000,14
15,4,39,8,1600,16
15,4,35,8,1500,15
15,2,70,2,1200,12
15,4,39,8,788,16
15,2,33,2,830,12
15,4,55,8,950,09
15,4,30,8,5000,16
15,2,49,8,2000,12
15,4,34,8,1600,12
15,4,43,4,2400,11
15,2,34,8,4800,12
15,4,42,8,1500,12
15,4,21,4,788,10
15,2,42,2,5000,16
15,2,61,8,2100,14
15,2,60,2,2000,11
15,4,64,8,170,12
15,4,67,2,6000,16
15,2,63,8,3000,16
15,2,51,8,800,09
15,4,45,8,2300,16
15,2,35,8,2000,12
15,2,27,8,980,12
15,4,59,4,1300,12
15,4,54,8,500,12
15,4,40,8,788,12
15,4,32,8,650,08
15,4,42,2,2000,16
15,4,33,8,1200,12
15,2,54,8,3500,12
15,4,52,8,1400,12
15,2,39,8,2000,16
15,2,34,8,900,12
15,2,29,8,5400,16
15,4,37,8,700,12
15,4,56,8,900,12
15,4,55,8,700,05
15,2,63,8,2000,16
15,4,33,8,100,12
15,2,38,8,900,12
15,2,32,4,1700,12
15,4,27,8,860,06
15,4,56,8,1200,12
15,2,43,4,300,07
15,2,21,8,500,14
15,4,50,8,1251,10
15,2,44,2,800,07
15,4,59,8,2500,12
15,2,37,8,1000,09
15,2,42,8,788,16
15,2,36,4,300,07
15,2,26,8,938,13
15,4,46,8,666,10
15,2,59,4,300,04
15,2,56,8,1600,09
15,2,45,8,350,10
15,4,42,8,500,12
15,2,45,8,1500,12
15,4,60,2,600,11
15,2,52,2,1000,12
15,2,63,2,2500,12
15,2,50,4,3000,12
15,2,30,8,1100,12
15,4,35,8,400,12
15,2,21,8,788,09
15,2,52,8,400,06
15,2,24,8,1320,12
15,4,26,8,810,12
15,2,54,2,788,05
15,2,47,8,1100,12
15,2,29,8,800,12
15,2,35,8,1600,07
15,2,42,2,1000,10
15,2,36,2,1400,10
15,4,30,8,600,11
15,2,28,8,1200,12
15,2,47,8,1500,09
15,2,38,8,400,04
15,2,49,8,1750,12
15,4,39,8,788,09
15,2,62,8,100,05
15,4,37,8,4700,12
15,2,41,4,350,09
15,2,34,8,700,11
15,2,60,2,2480,09
15,2,63,8,1000,06
15,4,47,8,660,12
15,4,30,8,788,12
15,4,40,8,788,06
15,4,52,4,600,12
15,2,29,8,788,09
15,2,38,8,1100,09
15,2,47,8,850,12
15,2,22,8,825,09
15,2,69,8,788,06
15,4,55,8,1400,12
15,2,52,4,1200,04
15,2,40,8,1200,09
15,2,64,8,5000,16
15,2,59,2,788,03
15,2,29,2,1200,05
15,2,55,8,4000,16
15,2,47,8,5000,12
15,4,37,8,900,07
15,4,28,8,1000,12
15,4,34,8,800,12
15,4,36,8,750,12
15,2,25,8,1100,12
15,2,40,8,788,10
15,2,36,4,850,09
15,2,45,8,900,12
15,2,45,2,800,09
15,2,32,8,850,12
15,2,36,2,700,09
15,2,41,8,850,12
15,2,39,4,580,07
15,2,29,2,1200,16
15,2,60,8,788,04
15,2,64,8,1200,03
15,4,42,8,900,09
